,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Seats,Price,Company
1960,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,5.0,8.45,Ford
1961,Ford Figo 1.2P Titanium MT,Pune,2016,54000,Petrol,Manual,5.0,5.0,Ford
1962,Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,7.0,13.0,Toyota
1963,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,5.0,4.7,Maruti
1964,BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,5.0,93.67,BMW
1965,Skoda Superb 1.8 TSI MT,Pune,2012,282000,Petrol,Manual,5.0,3.3,Skoda
1966,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,5.0,1.51,Maruti
1967,Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,Diesel,Manual,5.0,6.09,Renault
1968,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,5.0,5.95,Maruti
1969,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,5.0,9.0,Hyundai
1970,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,5.0,4.25,Skoda
1971,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,Diesel,Automatic,5.0,23.5,Mercedes-Benz
1972,Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,5.0,6.35,Honda
1973,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,5.0,3.4,Maruti
1974,BMW 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,5.0,93.0,BMW
1975,BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,5.0,21.6,BMW
1976,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,5.0,4.0,Volkswagen
1977,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,5.0,5.5,Maruti
1978,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,5.0,19.25,Land
1979,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,5.0,3.95,Hyundai
1980,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,5.0,4.25,Maruti
1981,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,5.0,17.02,Jeep
1982,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,7.0,6.5,Maruti
1983,Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,5.0,2.95,Ford
1984,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,5.0,7.12,Toyota
1985,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,5.0,11.25,Maruti
1986,Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,5.0,2.75,Honda
1987,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,7.0,12.0,Mahindra
1988,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,5.0,3.67,Hyundai
1989,Mercedes-Benz E-Class 220 CDI,Pune,2001,121000,Diesel,Manual,5.0,5.0,Mercedes-Benz
1990,Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,Petrol,Manual,5.0,2.3,Mahindra
1991,Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,5.0,2.2,Skoda
1992,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,7.0,41.0,Mercedes-Benz
1993,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,5.0,28.5,BMW
1994,Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,5.0,5.49,Volkswagen
1995,Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,5.0,17.5,Audi
1996,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,5.0,1.99,Ford
1997,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,5.0,6.64,Hyundai
1998,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,7.0,16.5,Toyota
1999,Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,5.0,5.0,Hyundai
2000,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,5.0,5.4,Volkswagen
2001,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,5.0,2.99,Renault
2002,Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,5.0,4.1,Honda
2003,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,5.0,6.76,Hyundai
2004,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,5.0,5.5,Volkswagen
2005,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,5.0,5.99,Maruti
2006,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,5.0,2.59,Nissan
2007,Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,5.0,26.75,Jaguar
2008,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,5.0,8.5,Maruti
2009,Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,Diesel,Automatic,5.0,23.0,Audi
2010,Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,5.0,3.35,Ford
2011,Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,7.0,10.75,Hyundai
2012,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,8.0,6.29,Mahindra
2013,Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,5.0,7.75,Renault
2014,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,Diesel,Automatic,5.0,13.5,Audi
2015,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,7.0,3.75,Maruti
2016,Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,7.0,3.75,Mahindra
2017,Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,5.0,1.5,Maruti
2018,Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,5.0,1.45,Maruti
2019,Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,5.0,4.12,Maruti
2020,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,7.0,17.11,Toyota
2021,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,7.0,10.25,Toyota
2022,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,5.0,2.49,Volkswagen
2023,Toyota Etios G,Pune,2015,190000,Petrol,Manual,5.0,3.85,Toyota
2024,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,5.0,6.25,Ford
2025,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,5.0,4.88,Hyundai
2026,Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,5.0,9.45,Honda
2027,Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,8.0,4.8,Toyota
2028,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,5.0,1.99,Hyundai
2029,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,5.0,2.8,Hyundai
2030,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,5.0,22.0,Mercedes-Benz
2031,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,7.0,4.3,Mahindra
2032,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,5.0,9.75,Skoda
2033,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,5.0,5.9,Maruti
2034,Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,5.0,14.5,Audi
2035,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,5.0,2.4,Ford
2036,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,5.0,2.11,Maruti
2037,Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,5.0,7.6,Hyundai
2038,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,5.0,3.6,Maruti
2039,Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,8.0,6.0,Mahindra
2040,Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,7.0,7.45,Mahindra
2041,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,5.0,2.1,Maruti
2042,Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,5.0,5.2,Renault
2043,Mahindra Jeep MM 550 PE,Hyderabad,2009,26000,Diesel,Manual,6.0,6.99,Mahindra
2044,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,5.0,6.36,Maruti
2045,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,7.0,11.62,Toyota
2046,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,5.0,43.6,BMW
2047,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,5.0,4.9,Hyundai
2048,Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,5.0,6.7,Renault
2049,Maruti Wagon R CNG LXI,Mumbai,2013,54000,CNG,Manual,5.0,3.05,Maruti
2050,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,5.0,25.0,Audi
2051,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,5.0,19.05,Jeep
2052,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,5.0,4.5,Hyundai
2053,Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,5.0,4.15,Honda
2054,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,5.0,11.9,Hyundai
2055,Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,5.0,2.1,Hyundai
2056,Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,7.0,6.95,Mahindra
2057,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,5.0,2.4,Maruti
2058,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,5.0,2.65,Hyundai
2059,Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,7.0,9.0,Mahindra
2060,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,5.0,2.1,Maruti
2061,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,5.0,2.5,Chevrolet
2062,Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,5.0,8.95,Audi
2063,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,5.0,34.0,Mini
2064,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,5.0,4.0,Tata
2065,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,5.0,4.45,Honda
2066,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,5.0,1.5,Chevrolet
2067,Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,5.0,14.5,Audi
2068,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,5.0,8.41,Ford
2069,Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,5.0,5.45,Hyundai
2070,Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,5.0,8.9,Honda
2071,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,5.0,3.65,Hyundai
2072,BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,5.0,29.0,BMW
2073,Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,5.0,13.5,Audi
2074,Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,5.0,5.4,Honda
2075,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,5.0,5.89,Hyundai
2076,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,5.0,8.45,Maruti
2077,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,5.0,4.0,Honda
2078,BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,4.0,45.0,BMW
2079,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,5.0,3.94,Maruti
2080,Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,5.0,8.0,Renault
2081,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,5.0,4.1,Ford
2082,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,7.0,6.25,Toyota
2083,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,5.0,5.25,Maruti
2084,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,2.0,83.96,Mercedes-Benz
2085,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,5.0,21.0,Mercedes-Benz
2086,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,5.0,4.3,Hyundai
2087,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,7.0,5.25,Honda
2088,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,5.0,32.0,Porsche
2089,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,7.0,3.9,Mahindra
2090,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,5.0,2.2,Toyota
2091,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,6.0,3.7,Mahindra
2092,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,5.0,11.27,BMW
2093,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,5.0,2.41,Maruti
2094,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,5.0,19.0,Audi
2095,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,5.0,5.8,Toyota
2096,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,7.0,13.52,Mahindra
2097,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,7.0,24.5,Toyota
2098,Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,5.0,3.25,Tata
2099,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,5.0,56.73,Mercedes-Benz
2100,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,5.0,9.95,Hyundai
2101,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,5.0,5.5,Honda
2102,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,5.0,25.0,Audi
2103,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,5.0,1.0,Maruti
2104,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,5.0,2.15,Maruti
2105,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,5.0,7.89,Maruti
2106,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,7.0,10.25,Mahindra
2107,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,5.0,6.0,Ford
2108,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,5.0,7.53,Hyundai
2109,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,5.0,39.45,Mercedes-Benz
2110,Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,5.0,5.84,Honda
2111,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,5.0,8.65,Ford
2112,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,5.0,7.74,Maruti
2113,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,5.0,2.5,Hyundai
2114,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,8.0,5.7,Toyota
2115,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,5.0,5.8,Maruti
2116,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,7.0,36.5,Audi
2117,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,7.0,9.5,Hyundai
2118,Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,5.0,3.48,Hyundai
2119,Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,5.0,4.55,Honda
2120,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,5.0,3.9,Hyundai
2121,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,7.0,2.7,Mahindra
2122,Toyota Fortuner 2.8 2WD AT,Pune,2017,29000,Diesel,Automatic,7.0,31.0,Toyota
2123,BMW 3 Series 2005-2011 325i Sedan,Bangalore,2009,70521,Petrol,Automatic,5.0,10.3,BMW
2124,BMW 3 Series 320d Sedan,Kolkata,2010,51000,Diesel,Automatic,5.0,7.75,BMW
2125,Maruti Wagon R LXI,Hyderabad,2012,52618,Petrol,Manual,5.0,3.2,Maruti
2126,Maruti Ertiga ZDI,Delhi,2013,68000,Diesel,Manual,7.0,4.85,Maruti
2127,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,5.0,34.08,Land
2128,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,7.0,8.1,Maruti
2129,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,5.0,2.35,Tata
2130,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,5.0,1.8,Maruti
2131,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,5.0,3.42,Hyundai
2132,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,7.0,5.34,Ford
2133,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,7.0,31.99,Ford
2134,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,5.0,4.75,Volkswagen
2135,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,5.0,6.1,Maruti
2136,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,5.0,3.69,Hyundai
2137,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,5.0,15.0,Audi
2138,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,7.0,14.5,Mahindra
2139,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,5.0,5.65,Maruti
2140,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,5.0,2.5,Maruti
2141,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,5.0,38.5,Mercedes-Benz
2142,Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,5.0,5.49,Renault
2143,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,5.0,3.55,Maruti
2144,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,7.0,10.75,Toyota
2145,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,5.0,11.0,Hyundai
2146,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,5.0,4.5,Maruti
2147,Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,7.0,8.42,Mahindra
2148,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,5.0,11.6,Honda
2149,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,5.0,33.63,Jaguar
2150,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,5.0,2.25,Ford
2151,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,5.0,12.95,BMW
2152,Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,5.0,4.25,Maruti
2153,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,5.0,25.02,Audi
2154,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,5.0,3.95,Honda
2155,Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,5.0,4.4,Honda
2156,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,5.0,4.95,Volkswagen
2157,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,8.0,5.5,Mahindra
2158,Honda City V MT,Mumbai,2011,84000,Petrol,Manual,5.0,3.25,Honda
2159,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,5.0,4.02,Skoda
2160,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,7.0,11.73,Mahindra
2161,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,5.0,9.5,Volkswagen
2162,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,5.0,8.6,Maruti
2163,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,5.0,4.0,Honda
2164,Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,5.0,5.55,Volkswagen
2165,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,5.0,2.5,Maruti
2166,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,7.0,41.6,Land
2167,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,5.0,7.41,Honda
2168,Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,5.0,6.5,Nissan
2169,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,5.0,1.2,Maruti
2170,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,7.0,23.0,Toyota
2171,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,5.0,2.74,Hyundai
2172,Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,5.0,3.9,Ford
2173,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,5.0,8.0,Maruti
2174,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,5.0,4.0,Hyundai
2175,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,5.0,17.75,Hyundai
2176,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,5.0,5.05,Maruti
2177,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,5.0,12.0,Audi
2178,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,5.0,29.6,Mercedes-Benz
2179,Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,5.0,6.5,Renault
2180,Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,5.0,4.75,Honda
2181,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,5.0,24.36,Volvo
2182,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,5.0,3.2,Maruti
2183,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,5.0,3.6,Maruti
2184,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,5.0,3.58,Maruti
2185,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,5.0,2.5,Maruti
2186,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,5.0,3.5,Ford
2187,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,5.0,25.0,Toyota
2188,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,5.0,1.75,Maruti
2189,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,5.0,10.0,Mercedes-Benz
2190,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,5.0,7.75,Maruti
2191,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,5.0,6.45,Honda
2192,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,7.0,10.0,Mahindra
2193,Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,5.0,4.5,Volkswagen
2194,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,5.0,3.4,Hyundai
2195,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,5.0,4.5,Toyota
2196,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,5.0,4.3,Maruti
2197,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,5.0,46.0,BMW
2198,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,5.0,3.4,Maruti
2199,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,5.0,14.5,Mercedes-Benz
2200,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,5.0,2.1,Maruti
2201,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,5.0,3.65,Maruti
2202,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,5.0,3.0,Chevrolet
2203,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,5.0,3.95,Hyundai
2204,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,5.0,6.75,Skoda
2205,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,5.0,6.53,Toyota
2206,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,7.0,22.0,Toyota
2207,Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,5.0,4.75,Skoda
2208,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,5.0,5.99,Honda
2209,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,5.0,3.05,Volkswagen
2210,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,Petrol,Manual,5.0,2.4,Volkswagen
